"";"cod_ibge_6";"obitos00a04";"obitos05a09";"obitos10a14";"obitos15a19";"obitos20a24";"obitos25a29";"obitos30a34";"obitos35a39";"obitos40a44";"obitos45a49";"obitos50a54";"obitos55a59";"obitos60a64";"obitos65a69";"obitos70a74";"obitos75a79";"obitos80m";"obitos_total"
"329";210005;0;0;0;0;0;0;0;6;5;7;6;10;16;21;21;19;38;149
"330";231340;0;0;0;0;0;1;1;3;7;5;5;4;14;14;24;19;51;148
"331";431020;0;0;0;0;0;0;3;2;3;6;9;16;17;21;20;13;38;148
"332";316720;0;0;0;0;0;0;0;1;2;4;9;9;8;24;19;27;45;148
"333";230550;1;0;1;0;1;0;1;2;0;2;8;11;9;17;14;19;61;147
"334";280290;1;0;1;0;0;1;3;4;4;9;6;10;18;11;26;14;39;147
"335";510180;1;2;0;0;1;1;2;2;3;11;12;14;11;20;21;15;31;147
"336";432120;0;0;0;1;0;1;2;5;10;7;15;13;14;15;20;12;32;147
"337";314310;0;0;0;0;0;0;5;4;6;7;9;19;18;17;18;20;24;147
"338";231240;0;1;0;1;0;2;0;4;3;7;14;11;11;18;15;15;44;146
"339";313620;0;0;0;0;0;1;1;1;5;1;13;11;19;17;21;28;28;146
"340";170950;0;0;1;0;0;1;6;0;4;8;8;18;9;18;19;15;37;144
"341";320240;0;0;0;0;1;1;1;4;1;13;8;12;10;13;24;21;35;144
"342";420300;0;0;0;0;0;0;2;1;5;8;11;8;16;14;24;19;36;144
"343";353030;0;0;0;0;0;1;4;4;4;2;8;8;13;21;22;15;41;143
"344";353800;0;0;0;0;0;1;3;2;4;4;6;11;14;25;22;17;34;143
"345";220770;1;0;2;0;1;1;3;3;7;5;10;9;13;13;18;17;39;142
"346";150010;1;0;0;0;1;2;7;2;8;10;11;8;16;23;17;11;24;141
"347";230420;2;0;0;0;0;0;5;7;1;3;3;8;9;15;24;18;46;141
"348";292530;1;1;0;0;1;2;3;6;10;7;13;14;19;19;9;12;24;141
"349";314390;0;0;0;1;0;1;1;3;2;2;8;9;16;21;19;19;39;141
"350";430463;0;0;0;0;2;2;4;2;1;8;8;14;8;29;15;22;26;141
"351";410840;0;0;0;0;0;2;2;0;3;11;10;7;12;22;28;18;26;141
"352";293070;0;0;0;1;3;2;3;3;8;7;13;9;14;13;18;18;28;140
"353";350850;0;0;0;0;1;0;0;1;6;9;13;10;12;24;15;23;26;140
"354";352850;0;0;0;0;0;1;2;3;4;7;6;9;17;22;22;22;25;140
"355";314480;0;0;0;0;0;0;1;2;5;6;5;8;20;17;21;15;40;140
"356";430700;0;0;0;0;0;0;0;1;1;4;9;8;18;16;27;17;39;140
"357";260680;0;0;0;1;1;1;1;4;2;4;8;5;11;29;22;26;24;139
"358";330185;0;0;0;0;1;1;3;7;6;6;8;11;13;22;16;19;26;139
"359";353930;0;0;0;0;0;1;4;3;5;6;5;10;16;18;20;20;31;139
"360";420230;0;0;0;0;0;2;2;2;4;6;12;11;17;31;17;14;21;139
"361";431750;0;0;0;0;0;1;0;3;4;1;7;17;13;19;18;21;35;139
"362";230410;1;0;0;0;0;0;1;3;4;0;5;5;11;15;18;18;57;138
"363";210990;0;0;0;0;0;0;1;2;3;8;6;8;11;24;18;24;33;138
"364";352230;0;0;0;0;0;0;2;4;3;5;3;11;16;18;25;19;32;138
"365";311830;1;0;0;0;0;0;2;3;1;2;3;15;14;16;21;19;40;137
"366";430610;0;1;0;0;1;0;1;0;6;5;13;17;20;17;11;18;27;137
"367";330430;0;0;0;0;0;0;3;0;5;6;8;5;16;12;18;22;42;137
"368";260600;3;0;1;0;0;0;4;1;1;4;8;14;10;11;17;22;40;136
"369";330414;1;0;0;1;1;4;0;2;7;11;12;13;10;21;14;17;22;136
"370";500660;0;1;0;0;0;1;2;2;3;1;9;15;12;17;24;13;36;136
"371";312090;0;0;0;0;1;0;1;2;1;5;5;9;10;10;21;25;46;136
"372";280350;1;0;0;1;3;3;2;2;1;6;11;10;10;10;21;16;38;135
"373";312710;0;0;0;1;0;2;0;3;7;1;11;15;13;14;21;12;35;135
"374";313940;0;0;0;0;1;0;0;0;3;2;3;13;10;12;25;17;49;135
"375";320150;0;0;0;0;0;0;0;2;5;4;5;12;13;17;22;12;43;135
"376";231140;0;0;0;0;1;1;3;0;2;4;3;9;7;21;22;15;46;134
"377";310560;0;0;0;0;1;1;2;1;2;8;8;14;15;11;20;11;40;134
"378";421950;0;0;0;0;0;1;2;2;4;6;5;12;27;24;19;11;21;134
"379";353760;0;0;0;0;2;0;0;5;3;7;11;8;20;24;9;18;26;133
"380";421130;2;0;0;0;1;3;2;5;4;12;14;10;19;12;17;15;16;132
"381";353730;0;1;0;1;0;1;3;1;6;6;4;16;14;20;19;10;30;132
"382";316470;0;0;0;0;0;1;2;2;4;4;5;10;9;22;17;6;49;131
"383";530160;1;0;0;1;1;1;1;4;6;6;15;14;12;17;15;14;22;130
"384";330555;0;0;0;2;2;0;3;1;9;8;6;11;20;15;17;10;26;130
"385";314700;0;0;0;0;1;0;5;3;6;6;16;11;13;13;9;17;30;130
"386";530020;0;0;0;0;2;1;1;5;4;7;2;9;16;22;13;17;31;130
"387";530135;0;0;0;0;0;1;2;3;6;8;14;14;13;29;11;9;20;130
"388";211120;0;0;0;1;0;1;0;4;11;6;12;10;18;12;13;13;28;129
"389";130170;0;0;0;0;1;1;3;5;6;4;4;11;15;21;19;18;21;129
"390";420320;0;0;0;0;0;1;2;2;4;3;5;18;18;23;15;18;19;128
"391";280210;1;0;0;0;2;1;0;5;6;10;7;9;12;10;20;11;32;126
"392";150480;0;0;0;1;0;0;2;10;1;7;8;11;12;22;13;11;28;126
"393";351840;0;0;0;1;1;1;3;3;6;3;1;15;16;17;18;11;30;126
"394";350960;0;0;0;0;0;0;2;5;1;7;1;8;19;20;20;18;25;126
"395";260005;2;0;0;0;0;2;1;2;4;4;3;9;12;16;21;19;30;125
"396";539934;0;1;0;0;0;0;2;3;7;5;6;13;20;19;10;14;25;125
"397";410370;0;0;0;0;0;1;4;1;2;8;11;10;14;16;17;15;25;124
"398";310160;0;0;0;0;0;0;1;2;6;4;5;5;16;12;17;16;40;124
"399";130406;0;0;1;0;1;1;3;5;6;5;6;18;15;14;8;14;26;123
"400";411850;0;0;0;0;1;4;3;3;6;8;8;12;18;7;19;10;24;123
"401";355650;0;0;0;0;0;1;2;3;4;6;5;8;17;29;15;17;16;123
"402";510792;0;0;0;0;0;1;2;2;1;7;9;19;14;15;13;18;22;123
"403";521523;0;0;0;0;0;1;3;4;12;7;6;11;13;11;17;10;28;123
"404";230260;0;0;3;0;0;0;2;2;4;4;11;6;9;24;20;14;23;122
"405";150613;0;0;0;0;1;2;3;4;5;1;9;9;10;14;16;18;30;122
"406";350920;0;0;0;0;0;1;0;4;4;7;5;17;14;15;13;12;30;122
"407";354260;1;0;0;0;0;3;2;2;3;3;6;14;8;10;16;13;40;121
"408";521180;0;0;0;0;1;3;2;3;10;7;6;10;14;11;17;14;23;121
"409";315210;0;0;0;0;0;1;2;1;1;2;4;11;8;17;13;21;40;121
"410";351960;0;0;0;0;0;1;3;2;5;4;10;19;12;15;14;12;23;120
"411";315670;0;0;0;0;0;0;1;2;1;6;9;8;19;19;13;15;27;120
"412";330370;0;0;0;0;0;0;1;5;5;4;9;6;11;13;20;14;32;120
"413";431760;0;0;0;0;0;0;0;0;4;3;8;8;12;11;19;10;45;120
"414";290070;0;0;0;0;1;0;0;6;4;8;7;7;11;16;10;14;35;119
"415";290320;0;0;0;0;0;1;4;4;3;7;10;4;9;12;21;19;25;119
"416";150180;1;0;0;1;1;0;3;1;6;8;4;10;9;10;15;18;31;118
"417";150390;0;2;0;0;0;3;0;2;2;5;4;9;5;22;13;16;35;118
"418";310400;0;0;1;0;0;2;1;2;2;1;8;10;9;17;16;18;31;118
"419";431350;0;0;0;0;0;2;0;4;5;9;8;9;11;13;14;15;28;118
"420";530110;0;0;0;0;0;2;2;4;6;5;12;11;8;14;15;12;27;118
"421";241200;0;0;0;0;0;0;5;4;3;5;6;11;8;9;23;18;26;118
"422";412240;0;0;0;0;0;0;2;0;3;4;9;4;8;14;12;23;39;118
"423";291072;0;1;0;0;0;2;2;6;6;8;3;6;11;20;9;20;23;117
"424";420590;0;0;1;0;2;1;0;4;6;7;15;8;12;12;14;10;25;117
"425";412625;0;0;0;0;1;2;1;3;6;6;11;15;9;17;14;14;18;117
"426";354020;0;0;0;0;0;0;2;1;2;5;9;17;12;17;15;17;20;117
"427";352680;0;0;0;0;1;1;0;1;6;7;7;7;10;17;14;16;28;115
"428";351510;0;0;0;0;0;0;1;2;9;3;6;6;11;16;17;14;30;115
"429";431720;0;0;0;0;0;0;0;6;4;7;5;3;12;14;19;15;30;115
"430";230350;1;0;0;0;0;1;2;6;4;2;4;5;17;10;11;13;38;114
"431";430910;0;0;0;0;0;1;2;1;1;2;4;6;10;21;15;17;34;114
"432";352320;0;0;0;0;0;0;3;4;5;1;6;9;22;17;15;16;16;114
"433";430470;0;0;0;0;0;0;1;1;4;7;3;8;9;16;16;14;35;114
"434";352240;0;0;0;0;1;0;1;2;4;8;5;9;9;19;18;17;20;113
"435";521760;0;0;0;0;1;2;2;4;11;7;7;9;18;19;6;9;18;113
"436";220800;0;0;0;0;0;0;2;1;5;4;6;11;13;12;8;15;36;113
"437";320120;0;0;0;0;0;0;0;2;2;6;7;7;7;14;14;16;38;113
"438";210330;0;2;0;0;0;0;4;3;1;1;3;7;8;9;19;20;35;112
"439";310150;1;0;0;0;0;0;1;1;4;5;8;10;8;10;19;16;28;111
"440";355500;0;0;0;0;1;1;0;0;1;2;2;5;11;18;15;17;38;111
"441";230280;0;0;1;1;2;0;1;1;1;4;6;6;12;16;11;6;42;110
"442";355370;0;0;0;0;0;0;3;2;4;3;8;10;12;15;21;12;20;110
"443";171820;0;0;0;0;1;2;1;4;6;6;7;5;11;15;16;13;22;109
"444";250370;0;0;0;0;0;1;0;5;3;4;4;9;12;12;16;11;32;109
"445";314790;0;0;0;0;0;1;0;0;4;3;6;12;7;18;15;21;22;109
"446";311530;0;0;0;0;0;0;1;1;3;1;5;6;17;17;17;18;23;109
"447";330610;0;0;0;0;0;0;2;4;2;7;3;9;11;18;10;15;28;109
"448";431240;0;0;0;0;0;0;0;2;5;4;6;5;7;16;17;13;34;109
"449";231180;0;0;0;0;0;2;1;3;3;5;3;11;4;15;12;14;35;108
"450";130380;2;2;0;0;1;1;3;1;3;3;5;9;7;9;12;16;33;107
"451";150442;0;1;1;0;1;3;2;5;2;7;6;9;11;11;16;16;16;107
"452";350635;0;0;1;0;2;1;0;1;3;3;7;9;15;17;14;15;19;107
"453";353340;0;0;0;0;0;0;1;3;5;2;12;8;10;21;12;17;16;107
"454";130290;2;1;0;0;1;4;0;1;3;2;4;6;11;17;10;9;35;106
"455";350190;0;0;0;0;1;1;1;1;2;4;5;6;13;8;19;17;28;106
"456";350450;0;0;0;0;0;1;3;3;5;7;5;13;9;21;7;12;19;105
"457";230110;0;0;0;0;0;0;1;3;3;7;6;8;11;19;10;10;27;105
"458";420940;0;0;0;0;0;0;3;1;2;2;8;7;12;18;19;15;18;105
"459";260110;2;0;0;0;2;1;4;1;4;3;1;7;7;17;9;17;29;104
"460";420430;0;0;0;0;0;1;0;3;3;4;7;5;6;16;16;13;30;104
"461";430760;0;0;0;0;0;1;3;5;7;8;13;6;12;10;17;7;15;104
"462";421620;0;0;0;0;0;0;2;1;2;2;6;7;7;22;17;15;23;104
"463";355070;0;0;0;0;0;0;0;2;2;4;10;9;13;11;9;11;33;104
"464";290650;1;0;0;0;0;0;3;2;5;4;4;6;12;18;12;14;22;103
"465";230630;0;0;0;1;0;1;3;4;2;5;9;6;13;7;12;14;26;103
"466";351740;0;0;0;0;2;1;1;2;1;5;8;6;16;13;15;15;18;103
"467";150040;0;0;0;0;0;1;0;1;1;2;1;9;6;12;15;21;34;103
"468";500110;0;0;0;0;0;2;1;2;5;8;4;9;11;18;13;9;21;103
"469";320510;0;0;0;0;0;0;2;2;4;5;5;6;10;15;21;17;16;103
"470";411840;0;0;0;0;0;1;2;0;6;1;5;12;16;15;16;9;19;102
"471";432260;0;0;0;0;0;0;2;3;4;10;11;6;9;13;10;11;23;102
"472";261390;0;0;0;1;0;0;1;1;6;2;5;5;10;12;10;10;38;101
"473";150220;0;0;0;0;0;0;3;3;0;4;10;10;8;14;17;12;20;101
"474";250630;0;0;0;0;0;0;1;6;2;7;5;7;12;13;7;16;25;101
"475";430676;0;0;0;0;0;0;1;2;3;10;10;14;8;13;13;11;16;101
"476";260720;2;0;0;1;2;1;2;4;8;4;9;6;7;16;6;10;22;100
"477";314430;0;0;0;0;0;2;0;1;3;2;9;3;11;13;13;13;30;100
"478";150530;0;0;2;1;0;1;2;3;2;2;5;8;11;15;11;11;25;99
"479";510250;1;0;0;0;0;1;0;2;3;5;8;9;14;17;11;10;17;98
"480";311930;0;0;0;0;1;1;0;3;3;10;5;6;17;14;11;11;16;98
"481";410400;0;0;0;0;1;3;2;3;3;6;5;10;15;16;11;10;13;98
"482";355670;0;0;0;0;0;1;4;2;3;3;7;9;8;14;8;11;28;98
"483";230030;0;0;0;0;0;0;2;0;2;1;2;4;3;10;14;10;50;98
"484";432250;0;0;0;0;0;1;1;1;2;5;2;4;15;10;20;16;20;97
"485";171610;0;0;0;0;0;0;2;3;3;8;7;10;9;8;15;12;20;97
"486";231410;1;0;0;1;0;1;3;2;1;3;7;5;3;13;10;14;32;96
"487";231330;0;1;0;0;0;3;1;2;4;2;4;3;10;9;10;11;36;96
"488";500790;0;1;0;0;0;0;1;1;4;3;9;15;14;14;17;5;12;96
"489";430350;0;0;0;0;0;1;0;2;2;7;2;8;10;10;17;17;20;96
"490";270770;0;1;0;1;0;1;1;2;4;8;5;13;15;13;9;11;11;95
"491";130353;0;0;0;1;0;1;2;4;2;3;8;6;10;19;13;13;12;94
"492";210750;0;0;0;1;1;4;1;2;2;6;1;5;8;15;24;11;13;94
"493";330130;0;0;0;1;1;0;2;2;1;1;2;4;11;16;16;8;29;94
"494";314710;0;0;0;0;0;1;1;1;0;2;6;10;6;13;9;19;26;94
"495";260620;0;0;0;0;0;0;1;2;3;7;5;5;12;10;12;13;24;94
"496";330470;0;1;0;0;0;1;0;4;2;5;4;10;8;15;20;7;16;93
"497";421970;0;0;0;0;0;2;0;2;2;8;11;11;7;10;13;9;18;93
"498";431010;0;0;0;0;0;2;1;5;2;2;4;14;10;11;9;14;19;93
"499";431033;0;0;0;0;0;0;0;0;8;3;4;5;19;15;12;12;15;93
"500";150795;1;0;0;2;0;4;2;5;2;5;7;9;6;17;13;9;10;92
"501";261250;1;0;0;1;1;1;0;2;2;3;2;5;6;11;11;13;33;92
"502";230020;0;0;0;0;0;3;3;2;3;2;4;5;4;9;14;18;25;92
"503";330540;0;0;0;0;0;0;0;2;2;4;6;11;10;8;12;15;22;92
"504";314520;0;1;0;0;0;0;1;6;2;3;7;10;11;11;9;7;23;91
"505";230850;0;0;0;1;0;0;1;2;8;3;3;4;6;6;14;17;26;91
"506";410430;0;0;0;1;0;0;2;5;2;2;8;8;8;10;15;13;17;91
"507";352260;0;0;0;0;0;2;2;0;2;1;5;9;9;7;13;14;27;91
"508";410490;0;0;0;0;0;1;1;2;3;2;6;7;10;18;16;9;16;91
"509";430790;0;0;0;0;0;0;0;2;0;2;6;6;9;16;14;9;27;91
"510";354530;0;0;0;0;0;1;2;1;2;7;6;6;15;10;12;17;11;90
"511";261000;0;0;0;0;0;0;2;2;4;7;4;6;10;9;9;14;23;90
"512";355540;0;0;0;0;0;0;1;1;1;3;7;12;11;9;13;8;24;90
"513";130030;1;0;0;0;1;0;1;2;3;4;7;10;10;12;12;7;19;89
"514";150510;0;0;0;0;0;0;2;1;0;3;4;5;5;13;19;11;26;89
"515";110004;0;1;1;0;1;0;4;0;4;5;9;5;8;11;9;10;20;88
"516";150215;0;0;0;1;1;3;1;4;3;5;16;3;18;12;3;8;10;88
"517";431740;0;0;0;0;2;0;2;0;2;4;10;4;6;10;17;12;19;88
"518";521040;0;0;0;0;0;0;1;4;2;6;5;7;15;9;11;11;17;88
"519";316930;0;0;0;0;0;0;0;0;1;1;1;6;8;7;15;14;35;88
"520";260190;0;0;0;0;0;0;0;0;0;2;6;3;6;6;14;17;34;88
"521";510790;1;0;0;1;0;0;3;1;6;5;8;7;14;10;8;8;15;87
"522";260640;0;1;0;0;2;1;0;0;0;3;2;8;8;2;17;15;28;87
"523";410550;0;0;0;1;0;2;0;1;4;4;3;6;10;9;18;7;22;87
"524";316250;0;0;0;0;0;1;2;1;2;2;7;8;8;11;10;13;22;87
"525";150150;1;1;0;0;0;3;1;4;2;5;8;8;12;11;6;8;16;86
"526";431710;0;0;0;1;0;0;0;1;1;0;3;3;6;10;18;14;29;86
"527";313380;0;0;0;0;1;0;5;2;3;0;5;5;8;4;15;12;26;86
"528";353430;0;0;0;0;1;1;2;1;2;5;2;0;8;20;10;10;24;86
"529";352930;0;0;0;0;0;2;1;2;3;1;6;4;13;11;11;7;25;86
"530";432150;0;0;0;0;0;2;2;5;1;5;3;10;6;13;11;8;20;86
"531";160060;1;2;1;0;0;4;0;5;1;4;8;7;12;12;10;12;6;85
"532";311120;1;0;0;0;1;1;0;0;3;2;3;6;7;7;11;16;27;85
"533";420750;1;0;0;0;0;1;2;4;2;6;8;14;8;6;9;13;11;85
"534";220390;0;1;0;0;0;1;4;0;6;0;4;5;12;7;9;13;23;85
"535";520549;0;0;0;0;0;1;0;6;7;6;6;7;12;8;6;7;19;85
"536";352430;0;0;0;0;0;0;2;1;3;4;4;6;5;9;11;19;21;85
"537";430300;0;0;0;0;0;0;2;2;1;4;1;3;14;14;13;9;22;85
"538";420730;0;0;0;0;0;0;0;4;1;8;4;9;14;10;6;13;16;85
"539";317120;0;0;0;0;1;2;4;0;3;6;5;6;8;6;10;9;24;84
"540";251620;0;0;0;0;0;0;4;2;5;2;5;7;8;13;4;12;22;84
"541";260890;1;0;0;0;0;0;4;4;3;5;3;6;13;7;7;15;15;83
"542";352510;0;1;0;0;0;1;2;0;4;0;2;4;13;9;9;16;22;83
"543";230960;0;0;0;1;0;2;7;7;5;1;5;4;8;4;12;7;20;83
"544";353350;0;0;0;0;3;0;3;4;2;5;6;6;7;5;14;7;21;83
"545";270860;0;0;0;0;0;2;2;3;3;8;4;6;7;12;15;9;12;83
"546";410960;0;0;0;0;0;0;2;0;1;3;5;8;12;17;13;7;15;83
"547";520350;0;0;0;0;0;0;0;2;5;2;4;11;10;8;16;3;22;83
"548";130060;1;0;1;0;0;0;2;4;5;4;5;7;8;7;13;2;23;82
"549";431480;0;0;0;0;1;1;2;3;5;8;8;9;4;15;9;6;11;82
"550";292870;0;0;0;0;0;2;0;0;0;3;6;5;13;13;8;7;25;82
"551";350520;0;0;0;0;0;1;2;1;3;4;7;8;15;6;5;10;20;82
"552";521850;0;0;0;0;0;2;1;2;4;0;6;7;3;12;18;5;22;82
"553";291005;0;0;0;0;0;0;3;3;4;7;7;6;12;8;11;7;14;82
"554";350610;0;0;0;0;0;0;0;2;1;2;8;12;17;10;9;7;14;82
"555";231020;0;0;1;0;2;0;0;0;1;6;4;2;7;7;7;16;28;81
"556";313840;0;0;0;0;1;1;0;0;0;2;4;2;5;10;11;10;35;81
"557";130356;0;0;0;0;0;1;1;4;2;6;7;2;15;12;8;5;18;81
"558";292400;0;0;0;0;1;2;0;2;2;2;3;12;7;10;9;10;20;80
"559";353950;0;0;0;0;0;1;0;1;0;4;4;5;7;10;14;19;15;80
"560";240020;0;0;0;0;0;0;2;3;1;2;5;9;13;4;12;7;22;80
"561";230428;0;0;1;0;1;3;3;2;5;4;1;6;9;9;12;9;14;79
"562";330575;0;0;0;0;0;1;1;2;2;2;3;5;5;7;13;14;24;79
"563";260400;0;0;0;0;0;0;2;3;4;3;7;5;7;12;5;10;21;79
"564";313190;0;0;0;0;0;0;1;3;2;6;3;5;7;8;7;14;23;79
"565";314930;0;0;0;0;0;0;1;0;1;4;2;3;9;16;9;11;23;79
"566";353130;0;0;0;0;0;0;0;0;2;4;3;3;9;12;9;9;28;79
"567";110011;1;0;0;1;1;0;2;6;3;3;7;10;7;11;6;13;7;78
"568";530050;0;0;0;0;0;1;1;1;3;6;4;2;2;8;9;15;26;78
"569";130110;0;0;0;0;0;0;0;1;1;1;6;3;11;17;12;8;18;78
"570";410980;0;0;0;0;0;0;0;0;2;5;3;3;10;11;13;12;19;78
"571";260120;0;2;0;0;0;0;0;2;2;4;1;6;6;7;8;13;26;77
"572";330260;0;1;0;0;1;0;0;2;2;0;9;8;10;13;7;6;18;77
"573";270630;0;0;0;1;1;1;0;3;0;5;5;6;8;6;15;9;17;77
"574";230240;0;0;0;0;2;1;0;1;0;4;0;4;6;10;14;6;29;77
"575";311730;0;0;0;0;1;1;3;3;5;2;7;9;8;11;3;5;19;77
"576";353050;0;0;0;0;1;0;1;2;2;3;2;6;11;13;13;5;18;77
"577";312510;0;0;0;0;0;1;1;0;1;4;3;8;5;13;3;12;26;77
"578";354070;0;0;0;0;0;2;0;2;3;3;8;9;6;7;8;10;19;77
"579";210320;1;0;0;0;0;0;0;1;0;3;0;2;7;8;14;17;23;76
"580";312410;1;0;0;0;0;0;0;1;1;3;4;5;13;10;13;10;15;76
"581";251530;0;0;1;0;0;0;2;1;2;3;4;5;3;7;11;13;24;76
"582";315895;0;0;0;1;0;0;1;4;1;4;4;3;5;14;15;8;16;76
"583";110028;0;0;0;0;2;0;1;1;4;5;5;5;9;11;13;9;11;76
"584";290460;0;0;0;0;0;2;3;6;1;3;6;5;6;7;12;9;16;76
"585";231130;0;0;0;0;0;0;3;2;2;3;6;5;4;8;5;14;24;76
"586";240710;0;0;0;0;0;0;1;3;4;3;5;7;4;8;8;12;21;76
"587";293290;0;0;0;0;0;0;0;1;1;6;3;3;8;7;12;17;18;76
"588";120020;0;0;1;0;1;1;0;4;3;4;2;4;8;10;12;7;18;75
"589";150620;0;0;0;0;0;3;1;1;6;3;1;9;5;9;9;12;16;75
"590";231070;0;0;0;0;0;1;2;3;1;1;4;3;9;10;16;9;16;75
"591";330187;0;0;0;0;0;0;1;2;3;0;0;5;16;9;14;10;15;75
"592";320060;1;0;0;0;1;1;0;0;3;4;10;4;7;7;9;13;14;74
"593";431640;1;0;0;0;0;1;0;0;3;1;2;5;6;10;14;10;21;74
"594";351518;0;1;0;0;1;0;1;0;0;5;1;5;14;7;16;7;16;74
"595";352400;0;0;0;0;0;1;1;1;2;3;4;14;7;9;14;11;7;74
"596";521380;0;0;0;0;0;1;1;3;1;2;3;5;7;13;7;13;18;74
"597";160027;0;0;0;0;0;0;1;2;4;4;6;7;8;13;5;15;9;74
"598";314610;0;0;0;0;0;0;1;4;1;2;3;6;6;6;6;9;30;74
"599";520910;0;0;0;0;0;0;2;0;2;2;8;12;8;10;6;9;15;74
"600";522010;0;0;0;0;0;0;0;1;4;3;2;10;7;12;13;10;12;74
"601";110015;0;0;0;1;0;0;1;2;1;1;6;7;7;12;12;9;14;73
"602";352720;0;0;0;0;0;1;0;0;3;3;3;2;5;5;17;14;20;73
"603";350700;0;0;0;0;0;0;2;3;0;3;4;7;16;9;13;2;14;73
"604";431180;0;0;0;0;0;0;0;1;1;1;6;3;6;12;12;7;24;73
"605";130240;2;1;0;0;0;1;0;0;2;1;4;2;2;9;8;14;26;72
"606";220220;1;0;0;0;0;0;1;0;2;2;2;4;8;8;15;6;23;72
"607";521740;0;0;0;0;0;1;1;1;4;2;5;5;8;9;6;8;22;72
"608";311430;0;0;0;0;0;0;1;0;4;5;7;4;9;6;7;16;13;72
"609";313760;0;0;0;0;0;0;1;1;2;1;5;11;4;6;5;12;24;72
"610";350380;0;0;0;0;0;0;1;2;7;3;2;9;6;11;9;6;16;72
"611";330360;0;0;0;0;0;0;0;2;1;3;8;7;9;5;11;11;15;72
"612";510515;0;0;0;0;0;0;0;3;4;5;5;3;4;15;10;14;9;72
"613";330080;0;1;0;0;2;0;1;3;1;1;5;8;4;13;6;10;16;71
"614";353780;0;0;0;1;0;0;1;2;3;4;3;2;12;12;7;11;13;71
"615";351770;0;0;0;0;1;1;0;1;11;6;7;5;1;5;13;10;10;71
"616";421800;0;0;0;0;1;1;1;3;1;2;1;7;8;13;7;6;20;71
"617";320490;0;0;0;0;0;1;1;2;1;3;4;4;13;7;10;8;17;71
"618";352410;0;0;0;0;0;2;2;4;7;7;2;8;3;7;10;6;13;71
"619";500630;0;0;0;0;0;2;1;0;1;2;5;8;7;8;15;9;13;71
"620";316292;0;0;0;0;0;0;1;3;6;2;2;5;10;9;5;11;17;71
"621";230870;0;0;0;0;0;0;0;0;2;4;0;8;7;4;6;10;30;71
"622";355150;0;0;1;0;0;0;3;2;3;5;2;3;7;8;9;10;17;70
"623";510267;0;0;0;0;0;1;1;0;2;5;7;6;6;7;14;5;16;70
"624";350590;0;0;0;0;0;0;2;1;2;1;4;3;8;8;11;6;24;70
"625";351150;0;0;0;0;0;0;0;0;3;8;2;9;5;8;12;7;16;70
"626";312610;0;2;0;0;0;0;1;0;0;0;3;5;3;12;12;6;25;69
"627";150506;0;0;1;0;2;0;0;1;2;4;4;5;4;9;7;10;20;69
"628";354630;0;0;1;0;0;0;0;1;4;6;4;5;7;11;9;8;13;69
"629";411200;0;0;0;0;1;0;0;1;3;0;4;12;6;9;11;9;13;69
"630";230800;0;0;0;0;0;2;2;1;0;0;3;5;3;8;7;11;27;69
"631";431390;0;0;0;0;0;1;0;1;3;2;4;9;7;12;12;8;10;69
"632";420480;0;0;0;0;0;0;0;3;3;1;7;8;6;14;8;12;7;69
"633";530100;0;0;0;0;0;0;0;0;1;0;3;4;13;12;8;9;19;69
"634";261530;0;0;0;0;1;2;0;2;1;1;1;5;9;8;7;5;26;68
"635";521800;0;0;0;0;0;0;1;2;5;2;4;8;9;6;6;7;18;68
"636";521020;0;0;0;0;0;0;0;0;3;5;0;9;5;4;7;11;24;68
"637";292950;2;0;0;0;0;1;1;1;0;4;4;3;10;10;5;7;19;67
"638";230523;0;1;0;1;0;4;1;1;3;2;3;8;9;7;7;10;10;67
"639";353180;0;0;0;1;1;0;0;2;3;3;4;5;6;7;10;13;12;67
"640";130310;0;0;0;0;1;1;1;0;4;3;2;3;5;12;5;9;21;67
"641";291640;0;0;0;0;1;0;1;3;4;3;3;3;9;7;13;9;11;67
"642";150650;0;0;0;0;0;1;0;0;1;3;2;6;7;7;12;11;17;67
"643";351280;0;0;0;0;0;1;1;2;0;4;3;6;7;13;9;10;11;67
"644";432145;0;0;0;0;0;2;0;0;1;1;6;5;10;8;12;7;15;67
"645";291560;0;0;0;0;0;0;1;1;1;7;4;6;3;10;9;10;15;67
"646";316960;0;0;0;0;0;0;3;0;1;0;4;3;7;11;12;11;15;67
"647";350925;0;0;0;0;0;0;1;1;2;2;3;5;5;9;7;7;25;67
"648";150820;0;0;0;0;0;0;0;3;1;1;6;3;9;10;6;12;16;67
"649";315280;0;0;0;0;0;0;0;4;5;1;5;5;6;9;10;9;13;67
"650";130270;1;0;0;0;0;0;0;1;4;6;5;9;7;9;7;11;6;66
"651";539922;0;0;1;0;1;0;0;0;1;3;4;3;10;8;12;5;18;66
"652";320090;0;0;0;1;1;0;0;1;2;3;1;7;4;11;12;8;15;66
"653";355010;0;0;0;0;1;1;0;2;0;8;5;8;7;8;7;9;10;66
"654";270930;0;0;0;0;0;1;2;1;1;2;5;5;7;9;12;8;13;66
"655";421250;0;0;0;0;0;1;0;3;5;4;4;6;8;10;11;5;9;66
"656";354660;0;0;0;0;0;0;1;0;2;4;4;8;5;6;12;7;17;66
"657";330060;0;0;0;0;0;0;0;4;2;2;5;5;8;8;8;9;15;66
